ID,SectorBranchesSIC2008,Periods,CompensationOfEmployees_1,WagesAndSalaries_2,EmployersSocialContributions_3,WageCosts_4,CompensationOfEmployees_5,WagesAndSalaries_6,WageCosts_7,CompensationPerFte_8,WagesPerFte_9,WageCostsPerFte_10,CompensationPerHourWorked_11,WagesPerHourWorked_12,WageCostsPerHourWorked_13,CompensationPerFte_14,WagesPerFte_15,WageCostsPerFte_16,CompensationPerHourWorked_17,WagesPerHourWorked_18,WageCostsPerHourWorked_19,FullTimeEquivalentFte_20,HoursWorked_21,HoursPaid_22,HoursAgreed_23,PaidExtraHours_24,FullTimeEquivalentFte_25,HoursWorked_26,Total_27,Male_28,Female_29,Total_30,Male_31,Female_32,Total_33,Male_34,Female_35,Total_36,Title,Description,CategoryGroupID,Year
935,300023 ,2000JJ00,2880.0,2255.0,625.0,2852.0,8.0,4.5,8.1,37.4,29.3,37.0,20.8,16.3,20.6,7.8,4.3,7.9,8.6,5.0,8.7,77.0,139.0,,,,0.2,-0.5,85.0,69.0,16.0,,,,,,,1.6,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2000
936,300023 ,2001JJ00,3003.0,2400.0,603.0,2974.0,4.3,6.4,4.3,38.7,30.9,38.3,21.5,17.2,21.3,3.4,5.6,3.4,3.5,5.6,3.5,78.0,140.0,,,,0.8,0.8,86.0,70.0,16.0,,,,,,,0.7,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2001
937,300023 ,2002JJ00,3038.0,2429.0,609.0,3006.0,1.2,1.2,1.1,40.2,32.2,39.8,22.4,17.9,22.1,4.1,4.1,4.0,4.1,4.1,4.0,75.0,136.0,,,,-2.8,-2.8,83.0,68.0,15.0,,,,,,,-2.9,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2002
938,300023 ,2003JJ00,2999.0,2391.0,608.0,2975.0,-1.3,-1.6,-1.1,42.2,33.7,41.9,23.4,18.6,23.2,4.9,4.7,5.2,4.4,4.2,4.7,71.0,128.0,,,,-6.0,-5.5,78.0,64.0,14.0,,,,,,,-5.8,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2003
939,300023 ,2004JJ00,2955.0,2343.0,612.0,2926.0,-1.5,-2.0,-1.6,44.0,34.9,43.6,24.3,19.3,24.0,4.3,3.7,4.1,3.9,3.3,3.7,67.0,122.0,,,,-5.5,-5.2,74.0,61.0,13.0,,,,,,,-5.1,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2004
940,300023 ,2005JJ00,2923.0,2341.0,582.0,2896.0,-1.1,-0.1,-1.0,44.5,35.7,44.1,24.8,19.9,24.6,1.2,2.2,1.2,2.2,3.2,2.2,66.0,118.0,,,,-2.2,-3.2,73.0,60.0,13.0,,,,,,,-1.8,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2005
941,300023 ,2006JJ00,2954.0,2366.0,588.0,2931.0,1.1,1.1,1.2,45.7,36.6,45.4,25.6,20.5,25.4,2.7,2.7,2.8,3.0,3.0,3.2,65.0,116.0,,,,-1.6,-1.9,72.0,59.0,13.0,,,,,,,-1.2,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2006
942,300023 ,2007JJ00,3125.0,2502.0,623.0,3097.0,5.8,5.8,5.6,47.7,38.2,47.3,26.6,21.3,26.3,4.4,4.4,4.3,3.9,3.9,3.8,65.0,118.0,,,,1.3,1.8,73.0,60.0,13.0,,,,,,,1.5,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2007
943,300023 ,2008JJ00,3288.0,2619.0,669.0,3257.0,5.2,4.7,5.2,49.7,39.6,49.2,27.8,22.1,27.5,4.1,3.6,4.1,4.6,4.0,4.5,66.0,118.0,,,,1.1,0.6,74.0,60.0,15.0,,,,,,,1.8,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2008
944,300023 ,2009JJ00,3249.0,2543.0,706.0,3208.0,-1.2,-2.9,-1.5,50.8,39.8,50.1,28.7,22.5,28.4,2.2,0.4,1.9,3.4,1.6,3.0,64.0,113.0,,,,-3.3,-4.4,72.0,58.0,14.0,,,,,,,-3.6,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2009
945,300023 ,2010JJ00,3211.0,2550.0,661.0,3171.0,-1.2,0.3,-1.2,51.8,41.1,51.1,29.0,23.1,28.7,2.0,3.5,2.0,1.0,2.6,1.1,62.0,111.0,129.0,127.0,3.0,-3.1,-2.2,69.0,55.0,14.0,53.0,48.0,5.0,17.0,7.0,10.0,-3.2,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2010
946,300023 ,2011JJ00,3268.0,2555.0,713.0,3229.0,1.8,0.2,1.9,53.8,42.0,53.1,29.8,23.3,29.4,3.8,2.2,3.9,2.5,0.9,2.6,61.0,110.0,127.0,124.0,3.0,-2.0,-0.7,69.0,54.0,15.0,51.0,46.0,5.0,18.0,8.0,10.0,-1.1,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2011
947,300023 ,2012JJ00,3351.0,2636.0,715.0,3314.0,2.5,3.1,2.6,55.6,43.8,55.0,31.0,24.4,30.7,3.4,4.1,3.5,4.3,4.9,4.4,60.0,108.0,126.0,123.0,3.0,-0.9,-1.7,68.0,53.0,15.0,50.0,45.0,4.0,19.0,8.0,10.0,-0.7,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2012
948,300023 ,2013JJ00,3293.0,2606.0,687.0,3264.0,-1.7,-1.2,-1.5,55.7,44.1,55.2,30.8,24.4,30.6,0.2,0.8,0.4,-0.6,0.0,-0.3,59.0,107.0,124.0,122.0,3.0,-1.9,-1.2,67.0,52.0,15.0,48.0,43.0,4.0,19.0,9.0,10.0,-2.0,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2013
949,300023 ,2014JJ00,3344.0,2596.0,748.0,3320.0,1.6,-0.4,1.7,57.3,44.5,56.9,31.3,24.3,31.1,2.9,0.9,3.0,1.6,-0.4,1.8,58.0,107.0,123.0,120.0,3.0,-1.3,0.0,66.0,52.0,14.0,48.0,44.0,4.0,18.0,8.0,10.0,-1.5,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2014
950,300023 ,2015JJ00,3437.0,2706.0,731.0,3415.0,2.8,4.2,2.9,58.1,45.8,57.8,32.1,25.2,31.9,1.5,2.9,1.5,2.4,3.8,2.4,59.0,107.0,125.0,122.0,3.0,1.3,0.4,67.0,52.0,14.0,48.0,43.0,4.0,19.0,9.0,10.0,1.1,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2015
951,300023 ,2016JJ00,3609.0,2831.0,778.0,3581.0,5.0,4.6,4.9,59.5,46.7,59.0,32.9,25.8,32.7,2.3,2.0,2.2,2.6,2.3,2.5,61.0,110.0,127.0,125.0,3.0,2.6,2.3,68.0,54.0,15.0,49.0,44.0,4.0,20.0,9.0,10.0,2.6,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2016
952,300023 ,2017JJ00,3844.0,3017.0,827.0,3814.0,6.5,6.6,6.5,60.2,47.3,59.8,33.7,26.4,33.4,1.2,1.3,1.2,2.3,2.3,2.3,64.0,114.0,133.0,130.0,3.0,5.2,4.1,71.0,56.0,16.0,52.0,47.0,5.0,19.0,9.0,11.0,4.6,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2017
953,300023 ,2018JJ00,4069.0,3177.0,892.0,4046.0,5.9,5.3,6.1,61.3,47.8,61.0,34.3,26.8,34.1,1.8,1.2,2.0,1.8,1.3,2.1,66.0,119.0,139.0,136.0,3.0,4.0,4.0,74.0,58.0,16.0,54.0,49.0,5.0,20.0,9.0,11.0,4.2,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2018
954,300023 ,2019JJ00,4252.0,3291.0,961.0,4238.0,4.5,3.6,4.7,62.3,48.2,62.1,34.7,26.9,34.6,1.7,0.8,1.9,1.3,0.4,1.5,68.0,122.0,143.0,139.0,4.0,2.8,3.2,77.0,60.0,17.0,55.0,50.0,5.0,22.0,10.0,12.0,2.9,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2019
955,300023 ,2020JJ00,4273.0,3278.0,995.0,4000.0,0.5,-0.4,-5.6,63.6,48.8,59.6,36.8,28.2,34.4,2.1,1.2,-4.1,5.9,5.0,-0.5,67.0,116.0,141.0,138.0,3.0,-1.6,-5.2,75.0,58.0,17.0,53.0,48.0,5.0,22.0,10.0,12.0,-1.5,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2020
956,300023 ,2021JJ00,4374.0,3355.0,1019.0,4178.0,2.4,2.4,4.5,64.7,49.6,61.8,36.7,28.2,35.1,1.6,1.6,3.7,-0.2,-0.2,1.8,68.0,119.0,141.0,138.0,3.0,0.8,2.6,76.0,59.0,17.0,53.0,48.0,5.0,23.0,10.0,12.0,0.8,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2021
957,300023 ,2022JJ00,4659.0,3550.0,1109.0,4495.0,6.5,5.8,7.6,66.3,50.5,64.0,38.1,29.0,36.7,2.5,1.8,3.6,3.7,3.0,4.7,70.0,122.0,146.0,143.0,3.0,3.9,2.7,79.0,61.0,19.0,55.0,49.0,6.0,24.0,11.0,13.0,4.0,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2022
958,300023 ,2023JJ00,5037.0,3872.0,1165.0,4997.0,8.1,9.1,11.2,71.3,54.8,70.7,41.0,31.5,40.7,7.5,8.4,10.5,7.6,8.6,10.7,71.0,123.0,146.0,144.0,3.0,0.6,0.4,79.0,61.0,19.0,55.0,49.0,6.0,25.0,12.0,13.0,0.6,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2023
959,300023 ,2024JJ00,5434.0,4180.0,1254.0,5396.0,7.9,7.9,8.0,75.4,58.0,74.9,43.2,33.2,42.9,5.7,5.8,5.8,5.4,5.4,5.5,72.0,126.0,150.0,148.0,3.0,2.0,2.4,81.0,62.0,19.0,54.0,48.0,6.0,27.0,14.0,13.0,2.1,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,2024
960,900046 ,1995JJ00,1079.0,944.0,135.0,1076.0,,,,27.0,23.6,26.9,15.2,13.3,15.1,,,,,,,40.0,71.0,,,,,,44.0,35.0,9.0,,,,,,,,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,1995
961,900046 ,1996JJ00,1091.0,972.0,119.0,1082.0,1.1,2.9,0.5,27.2,24.2,27.0,14.9,13.3,14.8,0.8,2.6,0.2,-1.5,0.3,-2.0,40.0,73.0,,,,0.3,2.6,44.0,35.0,9.0,,,,,,,0.6,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,1996
962,900046 ,1997JJ00,1119.0,1014.0,105.0,1104.0,2.6,4.4,2.1,27.5,25.0,27.2,15.4,13.9,15.2,1.2,3.0,0.7,2.9,4.6,2.3,41.0,73.0,,,,1.3,-0.3,45.0,35.0,10.0,,,,,,,1.1,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,1997
963,900046 ,1998JJ00,1188.0,1004.0,184.0,1168.0,6.2,-1.0,5.8,28.8,24.4,28.3,16.1,13.6,15.9,4.7,-2.4,4.3,5.0,-2.1,4.7,41.0,74.0,,,,1.5,1.1,45.0,35.0,10.0,,,,,,,1.3,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,1998
964,900046 ,1999JJ00,1292.0,1082.0,210.0,1270.0,8.6,7.7,8.6,30.9,25.9,30.4,17.4,14.6,17.1,7.3,6.4,7.3,7.6,6.7,7.6,42.0,74.0,,,,1.2,0.9,46.0,35.0,11.0,,,,,,,1.4,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,1999
965,900046 ,2000JJ00,1421.0,1129.0,292.0,1400.0,10.0,4.3,10.2,33.8,26.8,33.3,19.1,15.2,18.8,9.1,3.5,9.4,9.8,4.1,10.0,42.0,74.0,,,,0.8,0.2,47.0,36.0,11.0,,,,,,,2.0,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2000
966,900046 ,2001JJ00,1480.0,1193.0,287.0,1458.0,4.2,5.7,4.2,34.9,28.1,34.4,19.8,16.0,19.5,3.4,4.9,3.4,3.8,5.3,3.8,42.0,75.0,,,,0.8,0.4,47.0,36.0,11.0,,,,,,,0.6,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2001
967,900046 ,2002JJ00,1484.0,1203.0,281.0,1460.0,0.2,0.8,0.1,36.4,29.5,35.8,20.6,16.7,20.3,4.2,4.8,4.1,4.2,4.8,4.1,41.0,72.0,,,,-3.8,-3.8,45.0,35.0,10.0,,,,,,,-4.0,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2002
968,900046 ,2003JJ00,1449.0,1166.0,283.0,1432.0,-2.4,-3.0,-2.0,38.6,31.1,38.1,21.9,17.6,21.6,6.0,5.3,6.5,6.0,5.3,6.5,38.0,66.0,,,,-7.9,-7.9,42.0,32.0,9.0,,,,,,,-7.6,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2003
969,900046 ,2004JJ00,1389.0,1106.0,283.0,1371.0,-4.1,-5.2,-4.2,40.1,31.9,39.6,22.8,18.1,22.5,4.0,2.9,3.9,4.0,2.9,3.9,35.0,61.0,,,,-7.8,-7.8,39.0,30.0,9.0,,,,,,,-7.2,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2004
970,900046 ,2005JJ00,1365.0,1097.0,268.0,1349.0,-1.7,-0.8,-1.6,40.7,32.7,40.2,23.3,18.7,23.0,1.5,2.5,1.6,2.5,3.5,2.6,34.0,59.0,,,,-3.2,-4.1,38.0,30.0,8.0,,,,,,,-2.5,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2005
971,900046 ,2006JJ00,1357.0,1089.0,268.0,1345.0,-0.5,-0.7,-0.2,41.7,33.4,41.3,24.0,19.2,23.8,2.4,2.2,2.7,2.9,2.7,3.2,33.0,57.0,,,,-2.9,-3.3,37.0,29.0,8.0,,,,,,,-2.3,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2006
972,900046 ,2007JJ00,1405.0,1127.0,278.0,1390.0,3.4,3.4,3.2,43.3,34.8,42.9,24.8,19.9,24.5,3.9,4.0,3.7,3.4,3.4,3.2,32.0,57.0,,,,-0.5,0.0,37.0,29.0,8.0,,,,,,,-0.3,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2007
973,900046 ,2008JJ00,1474.0,1174.0,300.0,1457.0,5.0,4.2,4.9,45.2,36.0,44.7,26.0,20.7,25.7,4.3,3.5,4.2,5.0,4.2,4.9,33.0,57.0,,,,0.7,0.0,37.0,29.0,8.0,,,,,,,0.7,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2008
974,900046 ,2009JJ00,1409.0,1129.0,280.0,1386.0,-4.4,-3.8,-4.9,46.0,36.9,45.3,26.9,21.5,26.4,1.9,2.6,1.4,3.2,3.9,2.7,31.0,52.0,,,,-6.2,-7.4,35.0,27.0,8.0,,,,,,,-6.0,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2009
975,900046 ,2010JJ00,1400.0,1115.0,285.0,1377.0,-0.7,-1.2,-0.7,47.7,38.0,46.9,27.7,22.1,27.2,3.5,2.9,3.5,3.0,2.4,2.9,29.0,51.0,60.0,59.0,1.0,-4.1,-3.5,34.0,25.0,9.0,24.0,21.0,3.0,9.0,3.0,6.0,-4.1,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2010
976,900046 ,2011JJ00,1364.0,1080.0,284.0,1343.0,-2.5,-3.2,-2.4,48.1,38.1,47.4,27.6,21.9,27.2,0.9,0.3,1.0,-0.1,-0.8,0.0,28.0,49.0,58.0,57.0,1.0,-3.4,-2.4,33.0,24.0,9.0,23.0,20.0,3.0,10.0,4.0,6.0,-2.5,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2011
977,900046 ,2012JJ00,1373.0,1083.0,290.0,1354.0,0.6,0.2,0.8,49.5,39.0,48.8,28.6,22.5,28.2,2.8,2.5,3.0,3.3,3.0,3.5,28.0,48.0,57.0,56.0,1.0,-2.2,-2.6,32.0,23.0,9.0,22.0,19.0,3.0,10.0,4.0,6.0,-2.1,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2012
978,900046 ,2013JJ00,1321.0,1050.0,271.0,1306.0,-3.8,-3.1,-3.6,50.1,39.8,49.5,28.7,22.8,28.4,1.2,2.0,1.5,0.5,1.3,0.8,26.0,46.0,55.0,54.0,1.0,-5.0,-4.3,30.0,22.0,9.0,21.0,18.0,3.0,10.0,4.0,6.0,-4.8,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2013
979,900046 ,2014JJ00,1323.0,1031.0,292.0,1309.0,0.1,-1.8,0.2,51.7,40.3,51.2,29.3,22.8,29.0,3.2,1.2,3.3,2.0,0.0,2.1,26.0,45.0,53.0,52.0,1.0,-3.0,-1.9,30.0,21.0,8.0,20.0,17.0,3.0,10.0,4.0,6.0,-2.7,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2014
980,900046 ,2015JJ00,1319.0,1042.0,277.0,1308.0,-0.3,1.1,-0.1,51.3,40.5,50.9,29.2,23.1,29.0,-0.7,0.6,-0.5,-0.3,1.0,-0.1,26.0,45.0,53.0,53.0,1.0,0.4,0.1,30.0,21.0,8.0,20.0,17.0,3.0,10.0,4.0,6.0,0.3,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2015
981,900046 ,2016JJ00,1395.0,1097.0,298.0,1380.0,5.8,5.3,5.5,52.0,40.9,51.4,29.6,23.2,29.2,1.3,0.8,1.0,1.2,0.8,1.0,27.0,47.0,56.0,55.0,1.0,4.5,4.5,31.0,22.0,9.0,21.0,18.0,3.0,10.0,4.0,6.0,4.2,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2016
982,900046 ,2017JJ00,1479.0,1165.0,314.0,1461.0,6.0,6.2,5.9,52.4,41.3,51.8,30.3,23.9,29.9,0.9,1.0,0.7,2.5,2.7,2.4,28.0,49.0,58.0,57.0,1.0,5.1,3.5,33.0,23.0,10.0,22.0,19.0,3.0,11.0,4.0,7.0,5.1,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2017
983,900046 ,2018JJ00,1561.0,1222.0,339.0,1544.0,5.6,4.9,5.7,53.7,42.0,53.1,31.2,24.4,30.9,2.5,1.8,2.6,3.1,2.4,3.2,29.0,50.0,60.0,59.0,1.0,3.0,2.5,34.0,24.0,10.0,22.0,19.0,3.0,11.0,4.0,7.0,3.4,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2018
984,900046 ,2019JJ00,1649.0,1283.0,366.0,1635.0,5.6,5.0,5.8,55.3,43.0,54.8,32.1,25.0,31.8,3.0,2.4,3.2,2.8,2.3,3.0,30.0,51.0,61.0,61.0,1.0,2.5,2.7,34.0,24.0,10.0,23.0,19.0,3.0,12.0,5.0,7.0,2.5,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2019
985,900046 ,2020JJ00,1694.0,1309.0,385.0,1600.0,2.7,2.0,-2.2,56.0,43.3,52.9,33.7,26.0,31.8,1.3,0.6,-3.5,4.9,4.2,-0.1,30.0,50.0,62.0,62.0,1.0,1.4,-2.1,35.0,24.0,10.0,23.0,19.0,3.0,12.0,5.0,7.0,1.1,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2020
986,900046 ,2021JJ00,1803.0,1397.0,406.0,1743.0,6.5,6.8,9.0,57.2,44.3,55.3,33.6,26.0,32.5,2.1,2.3,4.5,-0.2,0.1,2.2,32.0,54.0,65.0,64.0,1.0,4.4,6.7,36.0,25.0,11.0,23.0,20.0,4.0,13.0,5.0,8.0,4.6,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2021
987,900046 ,2022JJ00,1982.0,1523.0,459.0,1960.0,9.9,8.9,12.4,59.3,45.5,58.6,35.0,26.9,34.7,3.7,2.7,6.0,4.3,3.4,6.7,33.0,57.0,68.0,68.0,1.0,6.0,5.4,39.0,27.0,12.0,25.0,21.0,4.0,14.0,6.0,8.0,5.9,31-32 Manufacture of furniture; other,"Manufacture of furniture and other products
This category is made up of the categories:
31 Manufacture of furniture
32 Manufacture of other products (rest)",24,2022
